# id	file_path			
[RESOURCES]
1	Resources/simon.txt
2	Resources/PlaySceneResource.txt
3	Resources/HP.txt


[TILE_SET]
-1	Resources\TileMap\scene1_bank.png	255	0	255
[TILE_MAP_DATA]
Resources\TileMap\scene1.txt
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 1= Simon , 2 =Ground , 3 = Zombie
# --- SCENE PORTAL ----
# type	l	t	
0	43	8	2
# Simon				
1	1	8	1

#3	70	70	3
#Candle
20	5	8	20
20	15	8	20
20	21	8	20
20	30	8	20
20	38	8	20

#Ground						
2	0	10	2
2	1	10	2
2	2	10	2
2	3	10	2
2	4	10	2
2	5	10	2
2	6	10	2
2	7	10	2
2	8	10	2
2	9	10	2
2	10	10	2
2	11	10	2
2	12	10	2
2	13	10	2
2	14	10	2
2	15	10	2
2	16	10	2
2	17	10	2
2	18	10	2
2	19	10	2
2	20	10	2
2	21	10	2
2	22	10	2
2	23	10	2
2	24	10	2
2	25	10	2
2	26	10	2
2	27	10	2
2	28	10	2
2	29	10	2
2	30	10	2
2	31	10	2
2	32	10	2
2	33	10	2
2	34	10	2
2	35	10	2
2	36	10	2
2	37	10	2
2	38	10	2
2	39	10	2
2	40	10	2
2	41	10	2
2	42	10	2
2	43	10	2
2	44	10	2
2	45	10	2
2	46	10	2
2	47	10	2
