# id	file_path			
[RESOURCES]
1	Resources/simon.txt
2	Resources/PlaySceneResource.txt
3	Resources/HP.txt

[TILE_SET]
-3	Resources\TileMap\scene2-2_bank.png	255	0	255
[TILE_MAP_DATA]
Resources\TileMap\scene2-2.txt
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 1= Simon , 2 =Ground , 3 = Zombie	
# --- SCENE PORTAL ----
# type	l	t	
0	0	4	4			
# Simon				
#1	28	5	1
1	5	4	1
#Candle
#Platform
22	3	5	22
#stair
#dir : 1 = left, -1 = right
#-1 = up, 1= down
#	x	y	ani_set	dir	Up/down	id
31	29	5	0	1	1	0
#Knight
24	20	4	24	3
#Ground			
2	0	0	0
2	0	1	0
2	0	5	0
2	0	6	0
2	0	7	0
2	0	8	0
2	0	9	0
2	0	10	0
2	0	11	0
2	1	5	0
2	4	7	0
2	5	7	0
2	6	5	0
2	7	5	0
2	8	5	0
2	8	6	0
2	8	7	0
2	8	8	0
2	8	9	0
2	8	10	0
2	8	11	0
2	9	5	0
2	9	6	0
2	9	7	0
2	9	8	0
2	9	9	0
2	9	10	0
2	9	11	0
2	12	5	0
2	13	5	0
2	14	5	0
2	14	6	0
2	14	7	0
2	14	8	0
2	14	9	0
2	14	10	0
2	14	11	0
2	15	5	0
2	15	6	0
2	15	7	0
2	15	8	0
2	15	9	0
2	15	10	0
2	15	11	0
2	16	5	0
2	16	6	0
2	16	7	0
2	16	8	0
2	16	9	0
2	16	10	0
2	16	11	0
2	17	5	0
2	18	7	0
2	19	7	0
2	20	9	0
2	21	9	0
2	22	5	0
2	22	6	0
2	22	7	0
2	22	8	0
2	22	9	0
2	23	5	0
2	23	6	0
2	23	7	0
2	23	8	0
2	23	9	0
2	24	5	0
2	25	5	0
2	26	5	0
2	27	5	0
2	29	7	0
2	30	0	0
2	30	1	0
2	30	2	0
2	30	3	0
2	30	4	0
2	30	5	0
2	30	6	0
2	30	7	0
2	30	8	0
2	30	9	0
2	30	10	0
2	30	11	0
2	31	0	0
2	31	1	0
2	31	2	0
2	31	3	0
2	31	4	0
2	31	5	0
2	31	6	0
2	31	7	0
2	31	8	0
2	31	9	0
2	31	10	0
2	31	11	0
