# id	file_path			
[RESOURCES]
1	Resources/simon.txt
2	Resources/PlaySceneResource.txt
3	Resources/HP.txt

[TILE_SET]
-5	Resources\TileMap\scene3-2_bank.png	255	255	255
[TILE_MAP_DATA]
Resources\TileMap\scene3-2.txt
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 1= Simon , 2 =Ground , 3 = Zombie	
# --- SCENE PORTAL ----
# type	l	t	

# Simon				
1	3	8	1
#Candle

#stair
#dir : 1 = left, -1 = right
#-1 = up, 1= down
#	x	y	ani_set	dir	Up/down	id
30	3	8	0	-1	1	0
30	3	9	0	-1	-1	1
#Ground
2	0	0	0
2	0	1	0
2	0	2	0
2	0	3	0
2	0	4	0
2	0	5	0
2	0	6	0
2	0	7	0
2	0	8	0
2	0	9	0
2	0	10	0
2	0	11	0
2	1	0	0
2	1	1	0
2	1	2	0
2	1	3	0
2	1	4	0
2	1	5	0
2	1	6	0
2	1	7	0
2	1	8	0
2	1	9	0
2	1	10	0
2	1	11	0
2	2	10	0
2	2	11	0
2	3	10	0
2	3	11	0
2	5	10	0
2	8	6	0
2	8	7	0
2	9	6	0
2	9	7	0
